sentence,sentiment,lem_words,lem_tag,word_tags
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",2,staff be accomodate food be absolutely delicious place be lovely,NN VB VB NN VB RB JJ NN VB JJ,"['staff/NN', 'be/VB', 'accomodate/VB', 'food/NN', 'be/VB', 'absolutely/RB', 'delicious/JJ', 'place/NN', 'be/VB', 'lovely/JJ']"
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",2,have different beer offer thier guest make husband very happy food be delicious recommend dish be pumkin tortelini,VB JJ NN VB JJ NN VB NN RB JJ NN VB JJ VB NN VB NN NN,"['have/VB', 'different/JJ', 'beer/NN', 'offer/VB', 'thier/JJ', 'guest/NN', 'make/VB', 'husband/NN', 'very/RB', 'happy/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'recommend/VB', 'dish/NN', 'be/VB', 'pumkin/NN', 'tortelini/NN']"
I go twice a month!,2,go twice month,VB RB NN,"['go/VB', 'twice/RB', 'month/NN']"
This is by far my favorite place in the neighborhood.,2,be far favorite place neighborhood,VB RB JJ NN NN,"['be/VB', 'far/RB', 'favorite/JJ', 'place/NN', 'neighborhood/NN']"
I really recommend the very simple Unda (Egg) rolls.,2,really recommend very simple unda egg roll,RB VB RB JJ NN NN NN,"['really/RB', 'recommend/VB', 'very/RB', 'simple/JJ', 'unda/NN', 'egg/NN', 'roll/NN']"
sometimes i get good food and ok service.,2,sometimes get good food service,RB VB JJ NN NN,"['sometimes/RB', 'get/VB', 'good/JJ', 'food/NN', 'service/NN']"
Good drink.,2,good drink,JJ NN,"['good/JJ', 'drink/NN']"
I would defiantly come back here again as one of my top choices.,2,defiantly come back here again top choice,RB VB RB RB RB JJ NN,"['defiantly/RB', 'come/VB', 'back/RB', 'here/RB', 'again/RB', 'top/JJ', 'choice/NN']"
this is can became on e of the NY Italian Food fare institutions.,2,be become ny italian food fare institution,VB VB NN JJ NN JJ NN,"['be/VB', 'become/VB', 'ny/NN', 'italian/JJ', 'food/NN', 'fare/JJ', 'institution/NN']"
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",2,spicy tuna roll be unusually good rock shrimp tempura be awesome great appetizer share,JJ NN NN VB RB JJ NN NN NN VB JJ JJ NN NN,"['spicy/JJ', 'tuna/NN', 'roll/NN', 'be/VB', 'unusually/RB', 'good/JJ', 'rock/NN', 'shrimp/NN', 'tempura/NN', 'be/VB', 'awesome/JJ', 'great/JJ', 'appetizer/NN', 'share/NN']"
The service was excellent - friendly and attentive.,2,service be excellent friendly attentive,NN VB JJ JJ JJ,"['service/NN', 'be/VB', 'excellent/JJ', 'friendly/JJ', 'attentive/JJ']"
The decor is very simple but comfortable.,2,decor be very simple comfortable,NN VB RB JJ JJ,"['decor/NN', 'be/VB', 'very/RB', 'simple/JJ', 'comfortable/JJ']"
Simply some good tasting Chinese food at incredible prices...,2,simply good taste chinese food incredible price,RB JJ VB JJ NN JJ NN,"['simply/RB', 'good/JJ', 'taste/VB', 'chinese/JJ', 'food/NN', 'incredible/JJ', 'price/NN']"
"The atmosphere is unheralded, the service impecible, and the food magnificant.",2,atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,"['atmosphere/NN', 'be/VB', 'unheralded/JJ', 'service/NN', 'impecible/JJ', 'food/NN', 'magnificant/NN']"
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",2,service be excellent decor be great food be delicious come large portion,NN VB JJ NN VB JJ NN VB JJ VB JJ NN,"['service/NN', 'be/VB', 'excellent/JJ', 'decor/NN', 'be/VB', 'great/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'come/VB', 'large/JJ', 'portion/NN']"
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",2,have be cafe spice probably time be probably still best indian restaurant union square,VB VB NN NN RB NN VB RB RB JJ JJ NN NN NN,"['have/VB', 'be/VB', 'cafe/NN', 'spice/NN', 'probably/RB', 'time/NN', 'be/VB', 'probably/RB', 'still/RB', 'best/JJ', 'indian/JJ', 'restaurant/NN', 'union/NN', 'square/NN']"
"We love the food, drinks, and atmosphere!",2,love food drink atmosphere,VB NN NN NN,"['love/VB', 'food/NN', 'drink/NN', 'atmosphere/NN']"
A little crowded but they move that line really fast!,2,little crowded move line really fast,JJ JJ VB NN RB JJ,"['little/JJ', 'crowded/JJ', 'move/VB', 'line/NN', 'really/RB', 'fast/JJ']"
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,2,time new york make point visit restaurant saul street,NN NN NN VB NN VB NN VB NN,"['time/NN', 'new/NN', 'york/NN', 'make/VB', 'point/NN', 'visit/VB', 'restaurant/NN', 'saul/VB', 'street/NN']"
My fav was the sassy lassi...,2,fav be sassy lassi,JJ VB JJ NN,"['fav/JJ', 'be/VB', 'sassy/JJ', 'lassi/NN']"
I've been there three times and have always had wonderful experiences.,2,have be time have always have wonderful experience,VB VB NN VB RB VB JJ NN,"['have/VB', 'be/VB', 'time/NN', 'have/VB', 'always/RB', 'have/VB', 'wonderful/JJ', 'experience/NN']"
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",2,sake list be extensive be look purple haze wasn list make request,NN NN VB JJ VB VB JJ NN VB VB VB NN,"['sake/NN', 'list/NN', 'be/VB', 'extensive/JJ', 'be/VB', 'look/VB', 'purple/JJ', 'haze/NN', 'wasn/VB', 'list/VB', 'make/VB', 'request/NN']"
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,2,time new york make point visit restaurant saul street,NN NN NN VB NN VB NN VB NN,"['time/NN', 'new/NN', 'york/NN', 'make/VB', 'point/NN', 'visit/VB', 'restaurant/NN', 'saul/VB', 'street/NN']"
I would highly recommend it.,2,highly recommend,RB VB,"['highly/RB', 'recommend/VB']"
My friend devoured her chicken and mashed potatos.,2,friend devour chicken mash potatos,NN VB NN VB NN,"['friend/NN', 'devour/VB', 'chicken/NN', 'mash/VB', 'potatos/NN']"
We will go back every time we are in the City.,2,go back time be city,VB RB NN VB NN,"['go/VB', 'back/RB', 'time/NN', 'be/VB', 'city/NN']"
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",2,get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,"['get/VB', 'completely/RB', 'delish/JJ', 'martini/NN', 'glass/NN', 'drink/NN', 'recommend/VB', 'vanilla/NN', 'shanty/NN', 'mmmm/NN', 'great/JJ', 'homey/JJ', 'setting/NN', 'great/JJ', 'music/NN']"
"Average to good Thai food, but terrible delivery.",2,average good thai food terrible delivery,JJ JJ NN NN JJ NN,"['average/JJ', 'good/JJ', 'thai/NN', 'food/NN', 'terrible/JJ', 'delivery/NN']"
I will be going back very soon.,2,be go back very soon,VB VB RB RB RB,"['be/VB', 'go/VB', 'back/RB', 'very/RB', 'soon/RB']"
This place blew me away...by far my new favorite restaurant on the uppereast side.,2,place blow away far new favorite restaurant uppereast side,NN VB RB RB JJ JJ NN JJ NN,"['place/NN', 'blow/VB', 'away/RB', 'far/RB', 'new/JJ', 'favorite/JJ', 'restaurant/NN', 'uppereast/JJ', 'side/NN']"
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",2,decor be night tho really need clean vent ceiling quite appetizing kill effort make place look sleek modern,NN VB NN NN RB VB VB NN NN RB JJ VB NN VB NN VB JJ JJ,"['decor/NN', 'be/VB', 'night/NN', 'tho/NN', 'really/RB', 'need/VB', 'clean/VB', 'vent/NN', 'ceiling/NN', 'quite/RB', 'appetizing/JJ', 'kill/VB', 'effort/NN', 'make/VB', 'place/NN', 'look/VB', 'sleek/JJ', 'modern/JJ']"
A pleasant surprise.,2,pleasant surprise,JJ NN,"['pleasant/JJ', 'surprise/NN']"
"The service was attentive, yet discreet.",2,service be attentive yet discreet,NN VB JJ RB JJ,"['service/NN', 'be/VB', 'attentive/JJ', 'yet/RB', 'discreet/JJ']"
"Ask for Usha, the nicest bartender in manhattan.",2,ask usha nicest bartender manhattan,NN NN JJ NN JJ,"['ask/NN', 'usha/NN', 'nicest/JJ', 'bartender/NN', 'manhattan/JJ']"
The food was authentic.,2,food be authentic,NN VB JJ,"['food/NN', 'be/VB', 'authentic/JJ']"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",2,re sit main dining room have spectacular hand paint high ceiling never know be world outside,NN VB JJ NN NN VB JJ NN VB JJ NN RB VB VB NN NN,"['re/NN', 'sit/VB', 'main/JJ', 'dining/NN', 'room/NN', 'have/VB', 'spectacular/JJ', 'hand/NN', 'paint/VB', 'high/JJ', 'ceiling/NN', 'never/RB', 'know/VB', 'be/VB', 'world/NN', 'outside/NN']"
"Be sure to try the seasonal, and always delicious, specials.",2,be sure try seasonal always delicious special,VB JJ VB JJ RB JJ NN,"['be/VB', 'sure/JJ', 'try/VB', 'seasonal/JJ', 'always/RB', 'delicious/JJ', 'special/NN']"
I was pleasantly suprised.,2,be pleasantly suprised,VB RB JJ,"['be/VB', 'pleasantly/RB', 'suprised/JJ']"
We will return many times for this oasis in mid-town.,2,return many time oasis mid town,VB JJ NN NN JJ NN,"['return/VB', 'many/JJ', 'time/NN', 'oasis/NN', 'mid/JJ', 'town/NN']"
"great for a romantic evening, or a fun evening with friends...",2,great romantic evening fun evening friend,JJ JJ NN NN NN NN,"['great/JJ', 'romantic/JJ', 'evening/NN', 'fun/NN', 'evening/NN', 'friend/NN']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",2,svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,"['svc/NN', 'be/VB', 'bit/JJ', 'rude/JJ', 'time/NN', 'esp/RB', 'have/VB', 'big/JJ', 'group/NN', 'restaurant/NN', 'be/VB']"
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",2,food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN,"['food/NN', 'be/VB', 'yummy/JJ', 'especially/RB', 'cook/VB', 'perfection/NN', 'mussel/NN', 'spicy/JJ', 'tomato/NN', 'sauce/NN', 'shoestring/NN', 'crispy/JJ', 'fry/NN']"
I was pleasantly surprised to find this gem in Hoboken.,2,be pleasantly surprised find gem hoboken,VB RB JJ VB NN JJ,"['be/VB', 'pleasantly/RB', 'surprised/JJ', 'find/VB', 'gem/NN', 'hoboken/JJ']"
sometimes i get good food and ok service.,2,sometimes get good food service,RB VB JJ NN NN,"['sometimes/RB', 'get/VB', 'good/JJ', 'food/NN', 'service/NN']"
highly recommended.,2,highly recommend,RB VB,"['highly/RB', 'recommend/VB']"
I really recommend the very simple Unda (Egg) rolls.,2,really recommend very simple unda egg roll,RB VB RB JJ NN NN NN,"['really/RB', 'recommend/VB', 'very/RB', 'simple/JJ', 'unda/NN', 'egg/NN', 'roll/NN']"
I have been going there since it opened and I can't get enough.,2,have be go there open get enough,VB VB VB RB VB VB RB,"['have/VB', 'be/VB', 'go/VB', 'there/RB', 'open/VB', 'get/VB', 'enough/RB']"
Located at the end of a magnificent block.,2,locate end magnificent block,VB NN JJ NN,"['locate/VB', 'end/NN', 'magnificent/JJ', 'block/NN']"
Always great service!,2,always great service,RB JJ NN,"['always/RB', 'great/JJ', 'service/NN']"
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",2,great wine selection gigondas be price house champagne be great value,JJ NN NN NN VB NN NN NN VB JJ NN,"['great/JJ', 'wine/NN', 'selection/NN', 'gigondas/NN', 'be/VB', 'price/NN', 'house/NN', 'champagne/NN', 'be/VB', 'great/JJ', 'value/NN']"
"$6 and there is much tasty food, all of it fresh and continually refilled.",2,be much tasty food fresh continually refill,VB JJ JJ NN JJ RB VB,"['be/VB', 'much/JJ', 'tasty/JJ', 'food/NN', 'fresh/JJ', 'continually/RB', 'refill/VB']"
Simply some good tasting Chinese food at incredible prices...,2,simply good taste chinese food incredible price,RB JJ VB JJ NN JJ NN,"['simply/RB', 'good/JJ', 'taste/VB', 'chinese/JJ', 'food/NN', 'incredible/JJ', 'price/NN']"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,2,find difficult dine other japanese restaurant visit mizu,VB JJ VB JJ JJ NN NN VB,"['find/VB', 'difficult/JJ', 'dine/VB', 'other/JJ', 'japanese/JJ', 'restaurant/NN', 'visit/NN', 'mizu/VB']"
I thought I had died and gone to heaven.,2,think have die go heaven,VB VB VB VB NN,"['think/VB', 'have/VB', 'die/VB', 'go/VB', 'heaven/NN']"
I felt as though I were eating in Paris.,2,feel be eat paris,VB VB VB NN,"['feel/VB', 'be/VB', 'eat/VB', 'paris/NN']"
"The vibe is very relaxed and cozy, service was great and the food was excellent!",2,vibe be very relaxed cozy service be great food be excellent,NN VB RB JJ JJ NN VB JJ NN VB JJ,"['vibe/NN', 'be/VB', 'very/RB', 'relaxed/JJ', 'cozy/JJ', 'service/NN', 'be/VB', 'great/JJ', 'food/NN', 'be/VB', 'excellent/JJ']"
Wonderful at holiday time.,2,wonderful holiday time,JJ NN NN,"['wonderful/JJ', 'holiday/NN', 'time/NN']"
"The atmosphere is unheralded, the service impecible, and the food magnificant.",2,atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,"['atmosphere/NN', 'be/VB', 'unheralded/JJ', 'service/NN', 'impecible/JJ', 'food/NN', 'magnificant/NN']"
"Excellent dumplings served amid clean, chic decor.",2,excellent dumpling serve clean chic decor,JJ NN VB JJ JJ NN,"['excellent/JJ', 'dumpling/NN', 'serve/VB', 'clean/JJ', 'chic/JJ', 'decor/NN']"
Over 100 different choices to create your own.,2,different choice create own,JJ NN VB JJ,"['different/JJ', 'choice/NN', 'create/VB', 'own/JJ']"
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",2,japanese native ve live tristate area year be just so amaze place,JJ NN NN VB JJ NN NN VB RB RB VB NN,"['japanese/JJ', 'native/NN', 've/NN', 'live/VB', 'tristate/JJ', 'area/NN', 'year/NN', 'be/VB', 'just/RB', 'so/RB', 'amaze/VB', 'place/NN']"
And evaluated on those terms Pastis is simply wonderful.,2,evaluate term pastis be simply wonderful,VB NN NN VB RB JJ,"['evaluate/VB', 'term/NN', 'pastis/NN', 'be/VB', 'simply/RB', 'wonderful/JJ']"
Ambiance- relaxed and stylish.,2,ambiance relax stylish,NN VB JJ,"['ambiance/NN', 'relax/VB', 'stylish/JJ']"
And really large portions.,2,really large portion,RB JJ NN,"['really/RB', 'large/JJ', 'portion/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",2,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
I was there on sat. for my birthday and we had an excellent time.,2,be there sat birthday have excellent time,VB RB NN NN VB JJ NN,"['be/VB', 'there/RB', 'sat/NN', 'birthday/NN', 'have/VB', 'excellent/JJ', 'time/NN']"
Chennai Garden is my favorite Indian restaurant in the city.,2,chennai garden be favorite indian restaurant city,JJ NN VB JJ JJ NN NN,"['chennai/JJ', 'garden/NN', 'be/VB', 'favorite/JJ', 'indian/JJ', 'restaurant/NN', 'city/NN']"
The waitress was very patient with us and the food is phenomenal!,2,waitress be very patient food be phenomenal,NN VB RB NN NN VB JJ,"['waitress/NN', 'be/VB', 'very/RB', 'patient/NN', 'food/NN', 'be/VB', 'phenomenal/JJ']"
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",2,try pad thai sample anything appetizer menu re delicious,VB NN NN NN NN NN NN NN JJ,"['try/VB', 'pad/NN', 'thai/NN', 'sample/NN', 'anything/NN', 'appetizer/NN', 'menu/NN', 're/NN', 'delicious/JJ']"
"Even though its good seafood, the prices are too high.",2,even good seafood price be too high,RB JJ NN NN VB RB JJ,"['even/RB', 'good/JJ', 'seafood/NN', 'price/NN', 'be/VB', 'too/RB', 'high/JJ']"
"Great food, great prices, great service.",2,great food great price great service,JJ NN JJ NN JJ NN,"['great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'great/JJ', 'service/NN']"
Saul is the best restaurant on Smith Street and in Brooklyn.,2,saul be best restaurant street brooklyn,NN VB JJ NN NN NN,"['saul/NN', 'be/VB', 'best/JJ', 'restaurant/NN', 'street/NN', 'brooklyn/NN']"
The service is good and ambience is good for a date or group outing.,2,service be good ambience be good date group outing,NN VB JJ NN VB JJ NN NN NN,"['service/NN', 'be/VB', 'good/JJ', 'ambience/NN', 'be/VB', 'good/JJ', 'date/NN', 'group/NN', 'outing/NN']"
Give it a try and enjoy.,2,give try enjoy,VB NN NN,"['give/VB', 'try/NN', 'enjoy/NN']"
Thanks Bloom's for a lovely trip.,2,thank bloom lovely trip,NN NN JJ NN,"['thank/NN', 'bloom/NN', 'lovely/JJ', 'trip/NN']"
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,2,quaint romantic trattoria be top manhattan restaurant list,JJ JJ NN VB NN JJ NN NN,"['quaint/JJ', 'romantic/JJ', 'trattoria/NN', 'be/VB', 'top/NN', 'manhattan/JJ', 'restaurant/NN', 'list/NN']"
The owner truly caters to all your needs.,2,owner truly cater need,NN RB VB NN,"['owner/NN', 'truly/RB', 'cater/VB', 'need/NN']"
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2,wine list be extensive easily hike otherwise reasonably price meal,NN NN VB JJ RB NN RB RB VB NN,"['wine/NN', 'list/NN', 'be/VB', 'extensive/JJ', 'easily/RB', 'hike/NN', 'otherwise/RB', 'reasonably/RB', 'price/VB', 'meal/NN']"
The portions are large and the servers always surprise us with a different starter.,2,portion be large server always surprise different starter,NN VB JJ NN RB VB JJ NN,"['portion/NN', 'be/VB', 'large/JJ', 'server/NN', 'always/RB', 'surprise/VB', 'different/JJ', 'starter/NN']"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,need sushi fix mizu be there quality fish great service,VB NN NN NN VB RB NN NN JJ NN,"['need/VB', 'sushi/NN', 'fix/NN', 'mizu/NN', 'be/VB', 'there/RB', 'quality/NN', 'fish/NN', 'great/JJ', 'service/NN']"
What more could you want?,2,more want,RB VB,"['more/RB', 'want/VB']"
"Pizza is terrific, as is homemade pasta.",2,pizza be terrific be homemade pasta,NN VB JJ VB JJ NN,"['pizza/NN', 'be/VB', 'terrific/JJ', 'be/VB', 'homemade/JJ', 'pasta/NN']"
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",2,service however be excellent like set atmosphere lot,NN RB VB JJ VB VB NN NN,"['service/NN', 'however/RB', 'be/VB', 'excellent/JJ', 'like/VB', 'set/VB', 'atmosphere/NN', 'lot/NN']"
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,2,have ever be river weehawken have idea top view chart house have offer,VB RB VB NN VB VB NN NN NN NN NN VB VB,"['have/VB', 'ever/RB', 'be/VB', 'river/NN', 'weehawken/VB', 'have/VB', 'idea/NN', 'top/NN', 'view/NN', 'chart/NN', 'house/NN', 'have/VB', 'offer/VB']"
